0,0,0,0.000148120521854856,0,-0,-0,0,0,0.0135695432124433,0,0,0
0.05,0,0,0.00297321616756807,0,-0,-0,0,0,0.118045676608546,0,0,0
0.1,0,0,0.0131625216487133,0,-0,-0,0,0,0.294508841433585,0,0,0
0.15,0,0,0.0327539692421367,0,-0,-0,0,0,0.494211876355752,0,0,0
0.2,0,0,0.063261192505808,0,-0,-0,0,0,0.73213301526733,0,0,0
0.25,0,0,0.106262179737672,0,-0,-0,0,0,0.988188502931943,0,0,0
0.3,0,0,0.162051912869942,0,-0,-0,0,0,1.24343661371212,0,0,0
0.35,0,0,0.230596296643225,0,-0,-0,0,0,1.49727787055599,0,0,0
0.4,0,0,0.311527756279415,0,-0,-0,0,0,1.73635558002551,0,0,0
0.45,0,0,0.403833694018907,0,-0,-0,0,0,1.95174044181023,0,0,0
0.5,0,0,0.506247587187719,0,-0,-0,0,0,2.1396356825001,0,0,0
0.55,0,0,0.617213344603344,0,-0,-0,0,0,2.29268577270795,0,0,0
0.6,0,0,0.734865050355841,0,-0,-0,0,0,2.40671649839849,0,0,0
0.65,0,0,0.857195763378309,0,-0,-0,0,0,2.47935521488776,0,0,0
0.7,0,0,0.982065190877079,0,-0,-0,0,0,2.50796993144221,0,0,0
0.75,0,0,1.10724918609898,0,-0,-0,0,0,2.49199827397983,0,0,0
0.8,0,0,1.23053131910807,0,-0,-0,0,0,2.43202563210291,0,0,0
0.85,0,0,1.34974045123731,0,-0,-0,0,0,2.32943525942929,0,0,0
0.9,0,0,1.4628123790392,0,-0,-0,0,0,2.18712848170604,0,0,0
0.95,0,0,1.5678573960036,0,-0,-0,0,0,2.00910385677385,0,0,0
1,0,0,1.66321166865008,0,-0,-0,0,0,1.8004594612107,0,0,0
1.05,0,0,1.7474989894764,0,-0,-0,0,0,1.5675898200491,0,0,0
1.1,0,0,1.81969173054203,0,-0,-0,0,0,1.31802456100818,0,0,0
1.15,0,0,1.87916754591527,0,-0,-0,0,0,1.06046669819011,0,0,0
1.2,0,0,1.92576991137952,0,-0,-0,0,0,0.804837690283925,0,0,0
1.25,0,0,1.95986754938907,0,-0,-0,0,0,0.562222687304283,0,0,0
1.3,0,0,1.98241294864098,0,-0,-0,0,0,0.344893805996487,0,0,0
1.35,0,0,1.99500214703837,0,-0,-0,0,0,0.166317051404895,0,0,0
1.4,0,0,1.99993391415145,0,-0,-0,0,0,0.0411356894363585,0,0,0
1.45,0,0,2.00026882558809,0,-0,-0,0,0,-0.014819491095224,6.75857815833903e-15,2.07192228728377e-14,-4.61058702615423e-17
1.5,2.52270055136195e-05,-8.86295922772131e-06,1.99972971618466,0.00327593472163051,0.00932384588109175,-5.33177449765321e-06,0.00182980184200515,-0.000642881762889685,0.000667489827648609,0.113001261621678,0.321673936007438,0.0007421216220115
1.55,0.000320220884500719,-0.000112503884374701,2.00009154011058,0.0125741938178774,0.0357864586509702,-5.49601224757597e-05,0.0119862946326064,-0.00421100589923677,0.00638234650597846,0.272022318344881,0.774395619306222,0.00767161559401816
1.6,0.0015283970730283,-0.000536849561781385,2.00004030753589,0.0312821272162223,0.0890051549234033,-0.000257871820058366,0.0407633656901949,-0.0143130193285224,-0.00599846003476438,0.476257535881411,1.3578355081009,0.0360349738928436
1.65,0.00498666105562494,-0.00174990183396623,1.99986057582518,0.0599452245630049,0.17037983039565,-0.000718834281434644,0.104590994666512,-0.0366486759761394,0.000121074474902364,0.654997823637883,1.87606312144143,0.100513856244434
1.7,0.0127540458996638,-0.00446504763330999,1.99988202912632,0.0967619724908556,0.274192089669208,-0.00143715392161313,0.214540694223884,-0.0748139717741113,-0.00169935471378313,0.773601364050323,2.23944211759426,0.201039709763097
1.75,0.0274116429645884,-0.00955388240876959,1.99963072042271,0.138226131707732,0.388885240728232,-0.00219032994021551,0.382835718201663,-0.132345726421575,-0.0070527579072859,0.78095190500917,2.27837942369249,0.306521638545918
1.8,0.05218923824619,-0.0180658743984186,1.99929372819979,0.178784153747991,0.495675205447353,-0.00259360642473814,0.619421150850197,-0.211596129836087,-0.00637108077006963,0.677744577994136,1.9359759222299,0.36307965994479
1.85,0.09040149972617,-0.0310359177380579,1.99897186250576,0.213870023324509,0.577819661995355,-0.00247906924533671,0.918615417717716,-0.310173719775132,-0.00668951678000868,0.519038841351402,1.31478074564622,0.347152241775283
1.9,0.144885370942788,-0.0493573729626144,1.99865996753722,0.240424406973552,0.624718384038591,-0.00189106639355161,1.26755792304892,-0.425168399920748,-0.00489953910436866,0.342545763830175,0.562938303714155,0.264908345871279
1.95,0.217596908620507,-0.073752768880914,1.99854167258171,0.257332316664832,0.636420529053599,-0.00114264292480383,1.64267396486945,-0.552083130009724,0.000158698014665876,0.194706649696876,-0.0337932761715778,0.160112498479017
